Effector,Protein,ProteinGeneName,Shared_Connections,Shortest_Path,Is_Connected
LPS,Q8BQP8,Rab11fip4,0,5.0,False
LPS,Q8CHD8,Rab11fip3,0,5.0,False
LPS,Q8K386,Rab15,0,5.0,False
LPS,Q8R361,Rab11fip5,0,5.0,False
LPS,Q91V41,Rab14,0,5.0,False
LPS,Q9D1G1,Rab1b,0,5.0,False
LPS,Q3TX81,Tmbim6,0,5.0,False
LPS,Q8BH93,Mapk1ip1l,0,5.0,False
LPS,Q9D7G9,Mapk1ip1,0,5.0,False
EspZ,Q8BH93,Mapk1ip1l,0,5.0,False
EspZ,Q9D7G9,Mapk1ip1,0,5.0,False
Map,P05627,Jun,0,5.0,False
Map,P13504,Il1r1,0,5.0,False
Map,Q9EPQ1,Tlr1,0,5.0,False
Map,Q3UP24,Nlrc4,0,5.0,False
Map,Q8K3Z0,Nod2,0,5.0,False
Map,P52332,Jak1,0,5.0,False
Map,P42225,Stat1,0,5.0,False
Map,Q9WVL2,Stat2,0,5.0,False
Map,Q61179,Irf9,0,5.0,False
Map,Q9R117,Tyk2,0,5.0,False
Map,Q9QUN7,Tlr2,0,5.0,False
Map,P10889,Cxcl2,0,5.0,False
Map,P06804,Tnf,0,5.0,False
Map,Q8BVZ5,Il33,0,5.0,False
Map,Q8K4B4,Il23r,0,5.0,False
Map,B2RWS6,Ep300,0,5.0,False
Map,Q8BH93,Mapk1ip1l,0,5.0,False
Map,Q9D7G9,Mapk1ip1,0,5.0,False
NleA,P13504,Il1r1,0,5.0,False
NleA,Q9EPQ1,Tlr1,0,5.0,False
NleA,O88593,Pglyrp1,0,5.0,False
NleA,Q8K3Z0,Nod2,0,5.0,False
NleA,P31725,S100a9,0,5.0,False
NleA,P27005,S100a8,0,5.0,False
NleA,O55222,Ilk,0,5.0,False
NleA,P11672,Lcn2,0,5.0,False
NleB,Q8BVZ5,Il33,0,5.0,False
NleB,Q61036,Pak3,0,5.0,False
NleB,Q8BTW9,Pak4,0,5.0,False
NleB,Q8C015,Pak5,0,5.0,False
NleB,Q8CIN4,Pak2,0,5.0,False
NleB,Q9DCE5,Pak1ip1,0,5.0,False
NleB,Q3ULB5,Pak6,0,5.0,False
NleB,O88643,Pak1,0,5.0,False
NleB,Q9DD03,Rab13,0,5.0,False
NleB,Q9D620,Rab11fip1,0,5.0,False
NleB,P84078,Arf1,0,5.0,False
NleB,P84084,Arf5,0,5.0,False
NleB,P62331,Arf6,0,5.0,False
NleB,G3XA57,Rab11fip2,0,5.0,False
NleB,P35283,Rab12,0,5.0,False
NleB,P35292,Rab17,0,5.0,False
NleB,P35293,Rab18,0,5.0,False
NleB,P35294,Rab19,0,5.0,False
NleB,P46638,Rab11b,0,5.0,False
NleB,P61027,Rab10,0,5.0,False
NleB,P62492,Rab11a,0,5.0,False
NleB,P62821,Rab1A,0,5.0,False
NleB,Q8BQP8,Rab11fip4,0,5.0,False
NleB,Q8CHD8,Rab11fip3,0,5.0,False
NleB,Q8K386,Rab15,0,5.0,False
NleB,Q8R361,Rab11fip5,0,5.0,False
NleB,Q91V41,Rab14,0,5.0,False
NleB,Q9D1G1,Rab1b,0,5.0,False
NleC,Q9JIB3,Naip7,0,5.0,False
NleC,Q9JIB6,Naip6,0,5.0,False
NleC,Q9QUK4,Naip2,0,5.0,False
NleC,Q9QWK5,Naip1,0,5.0,False
NleC,Q9R016,Naip5,0,5.0,False
NleC,P52332,Jak1,0,5.0,False
NleC,P42225,Stat1,0,5.0,False
NleC,Q9WVL2,Stat2,0,5.0,False
NleC,Q61179,Irf9,0,5.0,False
NleC,Q9R117,Tyk2,0,5.0,False
NleC,O88336,Rhoa,0,5.0,False
NleC,P62746,Rhob,0,5.0,False
NleC,Q62159,Rhoc,0,5.0,False
NleC,Q9D3G9,Rhoh,0,5.0,False
NleC,P63001,Rac1,0,5.0,False
NleC,Q05144,Rac2,0,5.0,False
NleC,P60764,Rac3,0,5.0,False
NleC,P84096,Rhog,0,5.0,False
NleC,P60766,Cdc42,0,5.0,False
NleC,P97348,Rhod,0,5.0,False
NleC,Q8BVZ5,Il33,0,5.0,False
NleC,Q3TXX8,N-WASP,0,5.0,False
NleC,P70441,Nherf1,0,5.0,False
NleC,P31725,S100a9,0,5.0,False
NleC,P27005,S100a8,0,5.0,False
NleC,O55222,Ilk,0,5.0,False
NleC,Q91VH2,Snx9,0,5.0,False
NleC,P11672,Lcn2,0,5.0,False
NleC,Q99LE6,Abcf2,0,5.0,False
NleC,Q61036,Pak3,0,5.0,False
NleC,Q8BTW9,Pak4,0,5.0,False
NleC,Q8C015,Pak5,0,5.0,False
NleC,Q8CIN4,Pak2,0,5.0,False
NleC,Q9DCE5,Pak1ip1,0,5.0,False
NleC,Q3ULB5,Pak6,0,5.0,False
NleC,G3UWA6,Slc3a2,0,5.0,False
NleC,O88643,Pak1,0,5.0,False
NleC,Q9DD03,Rab13,0,5.0,False
NleC,Q9D620,Rab11fip1,0,5.0,False
NleC,P84078,Arf1,0,5.0,False
NleC,P84084,Arf5,0,5.0,False
NleC,P62331,Arf6,0,5.0,False
NleC,G3XA57,Rab11fip2,0,5.0,False
NleC,P35283,Rab12,0,5.0,False
NleC,P35292,Rab17,0,5.0,False
NleC,P35293,Rab18,0,5.0,False
NleC,P35294,Rab19,0,5.0,False
NleC,P46638,Rab11b,0,5.0,False
NleC,P61027,Rab10,0,5.0,False
NleC,P62492,Rab11a,0,5.0,False
NleC,P62821,Rab1A,0,5.0,False
NleC,Q8BQP8,Rab11fip4,0,5.0,False
NleC,Q8CHD8,Rab11fip3,0,5.0,False
NleC,Q8K386,Rab15,0,5.0,False
NleC,Q8R361,Rab11fip5,0,5.0,False
NleC,Q91V41,Rab14,0,5.0,False
NleC,Q9D1G1,Rab1b,0,5.0,False
NleD,Q3UP24,Nlrc4,0,5.0,False
NleD,P52332,Jak1,0,5.0,False
NleD,P42225,Stat1,0,5.0,False
NleD,Q9WVL2,Stat2,0,5.0,False
NleD,Q61179,Irf9,0,5.0,False
NleD,Q9R117,Tyk2,0,5.0,False
NleD,Q9QUN7,Tlr2,0,5.0,False
NleD,O88336,Rhoa,0,5.0,False
NleD,P62746,Rhob,0,5.0,False
NleD,Q62159,Rhoc,0,5.0,False
NleD,Q9D3G9,Rhoh,0,5.0,False
NleD,P63001,Rac1,0,5.0,False
NleD,Q05144,Rac2,0,5.0,False
NleD,P60764,Rac3,0,5.0,False
NleD,P84096,Rhog,0,5.0,False
NleD,P60766,Cdc42,0,5.0,False
NleD,P97348,Rhod,0,5.0,False
NleD,Q8BVZ5,Il33,0,5.0,False
NleD,Q8K4B4,Il23r,0,5.0,False
NleD,Q3TXX8,N-WASP,0,5.0,False
NleD,P70441,Nherf1,0,5.0,False
NleD,P31725,S100a9,0,5.0,False
NleD,P27005,S100a8,0,5.0,False
NleD,O55222,Ilk,0,5.0,False
NleD,Q91VH2,Snx9,0,5.0,False
NleD,P11672,Lcn2,0,5.0,False
NleD,Q99LE6,Abcf2,0,5.0,False
NleD,O55032,Nck1,0,5.0,False
NleD,Q9DBJ3,Baiap2l1,0,5.0,False
NleD,Q8BKX1,Baiap2,0,5.0,False
NleD,P42337,Pik3ca,0,5.0,False
NleD,P05784,Krt18,0,5.0,False
NleD,P26039,Tln1,0,5.0,False
NleD,Q64727,Vcl,0,5.0,False
NleD,Q7TPR4,Actn1,0,5.0,False
NleD,Q3UGC2,Cttn,0,5.0,False
NleD,P68254,Ywhaq,0,5.0,False
NleD,O08611,Inppl1,0,5.0,False
NleD,Q61036,Pak3,0,5.0,False
NleD,Q8BTW9,Pak4,0,5.0,False
NleD,Q8C015,Pak5,0,5.0,False
NleD,Q8CIN4,Pak2,0,5.0,False
NleD,Q9DCE5,Pak1ip1,0,5.0,False
NleD,Q3ULB5,Pak6,0,5.0,False
NleD,G3UWA6,Slc3a2,0,5.0,False
NleD,O88643,Pak1,0,5.0,False
NleD,Q9DD03,Rab13,0,5.0,False
NleD,Q9D620,Rab11fip1,0,5.0,False
NleD,P84078,Arf1,0,5.0,False
NleD,P84084,Arf5,0,5.0,False
NleD,P62331,Arf6,0,5.0,False
NleD,G3XA57,Rab11fip2,0,5.0,False
NleD,P35283,Rab12,0,5.0,False
NleD,P35292,Rab17,0,5.0,False
NleD,P35293,Rab18,0,5.0,False
NleD,P35294,Rab19,0,5.0,False
NleD,P46638,Rab11b,0,5.0,False
NleD,P61027,Rab10,0,5.0,False
NleD,P62492,Rab11a,0,5.0,False
NleD,P62821,Rab1A,0,5.0,False
NleD,Q8BQP8,Rab11fip4,0,5.0,False
NleD,Q8CHD8,Rab11fip3,0,5.0,False
NleD,Q8K386,Rab15,0,5.0,False
NleD,Q8R361,Rab11fip5,0,5.0,False
NleD,Q91V41,Rab14,0,5.0,False
NleD,Q9D1G1,Rab1b,0,5.0,False
NleE,Q9JIB3,Naip7,0,5.0,False
NleE,Q9JIB6,Naip6,0,5.0,False
NleE,Q9QUK4,Naip2,0,5.0,False
NleE,Q9QWK5,Naip1,0,5.0,False
NleE,Q9R016,Naip5,0,5.0,False
NleE,P52332,Jak1,0,5.0,False
NleE,P42225,Stat1,0,5.0,False
NleE,Q9WVL2,Stat2,0,5.0,False
NleE,Q61179,Irf9,0,5.0,False
NleE,Q9R117,Tyk2,0,5.0,False
NleE,Q8BVZ5,Il33,0,5.0,False
NleE,Q61036,Pak3,0,5.0,False
NleE,Q8BTW9,Pak4,0,5.0,False
NleE,Q8C015,Pak5,0,5.0,False
NleE,Q8CIN4,Pak2,0,5.0,False
NleE,Q9DCE5,Pak1ip1,0,5.0,False
NleE,Q3ULB5,Pak6,0,5.0,False
NleE,O88643,Pak1,0,5.0,False
NleE,Q9DD03,Rab13,0,5.0,False
NleE,Q9D620,Rab11fip1,0,5.0,False
NleE,P84078,Arf1,0,5.0,False
NleE,P84084,Arf5,0,5.0,False
NleE,P62331,Arf6,0,5.0,False
NleE,G3XA57,Rab11fip2,0,5.0,False
NleE,P35283,Rab12,0,5.0,False
NleE,P35292,Rab17,0,5.0,False
NleE,P35293,Rab18,0,5.0,False
NleE,P35294,Rab19,0,5.0,False
NleE,P46638,Rab11b,0,5.0,False
NleE,P61027,Rab10,0,5.0,False
NleE,P62492,Rab11a,0,5.0,False
NleE,P62821,Rab1A,0,5.0,False
NleE,Q8BQP8,Rab11fip4,0,5.0,False
NleE,Q8CHD8,Rab11fip3,0,5.0,False
NleE,Q8K386,Rab15,0,5.0,False
NleE,Q8R361,Rab11fip5,0,5.0,False
NleE,Q91V41,Rab14,0,5.0,False
EspM,Q9JIB3,Naip7,0,6.0,False
EspM,Q9JIB6,Naip6,0,6.0,False
EspM,Q9QUK4,Naip2,0,6.0,False
EspM,Q9QWK5,Naip1,0,6.0,False
EspM,Q9R016,Naip5,0,6.0,False
EspM,P05627,Jun,0,6.0,False
EspM,P25118,Tnfrsf1a,0,6.0,False
EspM,P25446,Fas,0,6.0,False
EspM,O88593,Pglyrp1,0,6.0,False
EspM,Q9JJY9,Il22,0,6.0,False
EspM,P52332,Jak1,0,6.0,False
EspM,P42225,Stat1,0,6.0,False
EspM,Q9WVL2,Stat2,0,6.0,False
EspM,Q61179,Irf9,0,6.0,False
EspM,Q9R117,Tyk2,0,6.0,False
EspM,Q60680,Chuk,0,6.0,False
EspM,B2RWS6,Ep300,0,6.0,False
EspO,Q9JIB3,Naip7,0,6.0,False
EspO,Q9JIB6,Naip6,0,6.0,False
EspO,Q9QUK4,Naip2,0,6.0,False
EspO,Q9QWK5,Naip1,0,6.0,False
EspO,Q9R016,Naip5,0,6.0,False
EspO,O88593,Pglyrp1,0,6.0,False
EspO,P07750,Il4,0,6.0,False
EspO,P04401,Il5,0,6.0,False
EspO,P20109,Il13,0,6.0,False
EspO,P61161,Actr2,0,6.0,False
EspO,Q99JY9,Actr3,0,6.0,False
EspS,Q9JIB3,Naip7,0,6.0,False
EspS,Q9JIB6,Naip6,0,6.0,False
EspS,Q9QUK4,Naip2,0,6.0,False
EspS,Q9QWK5,Naip1,0,6.0,False
EspS,Q9R016,Naip5,0,6.0,False
EspS,P05627,Jun,0,6.0,False
EspS,P13504,Il1r1,0,6.0,False
EspS,Q9EPQ1,Tlr1,0,6.0,False
EspS,Q8K3Z0,Nod2,0,6.0,False
EspS,P52332,Jak1,0,6.0,False
EspS,P42225,Stat1,0,6.0,False
EspS,Q9WVL2,Stat2,0,6.0,False
EspS,Q61179,Irf9,0,6.0,False
EspS,Q9R117,Tyk2,0,6.0,False
EspS,Q9QUN7,Tlr2,0,6.0,False
EspS,Q8BVZ5,Il33,0,6.0,False
EspS,B2RWS6,Ep300,0,6.0,False
EspT,P05627,Jun,0,6.0,False
EspT,P25118,Tnfrsf1a,0,6.0,False
EspT,P13504,Il1r1,0,6.0,False
EspT,Q9EPQ1,Tlr1,0,6.0,False
EspT,P25446,Fas,0,6.0,False
EspT,P70671,Irf3,0,6.0,False
EspT,Q3UP24,Nlrc4,0,6.0,False
EspT,Q99MB1,Tlr3,0,6.0,False
EspT,Q9QUK6,Tlr4,0,6.0,False
EspT,Q9JJY9,Il22,0,6.0,False
EspT,Q8K3Z0,Nod2,0,6.0,False
EspT,P08505,Il6,0,6.0,False
EspT,Q9Z121,Ccl8,0,6.0,False
EspT,O54824,Il16,0,6.0,False
EspT,Q9JIL2,Ccl28,0,6.0,False
EspT,P18340,Cxcl9,0,6.0,False
EspT,P12850,Cxcl1,0,6.0,False
EspT,P50228,Cxcl5,0,6.0,False
EspT,P27784,Ccl6,0,6.0,False
EspT,Q9QUN7,Tlr2,0,6.0,False
EspT,P10889,Cxcl2,0,6.0,False
EspT,P06804,Tnf,0,6.0,False
EspT,Q60680,Chuk,0,6.0,False
EspV,Q9JIB3,Naip7,0,6.0,False
EspV,Q9JIB6,Naip6,0,6.0,False
EspV,Q9QUK4,Naip2,0,6.0,False
EspV,Q9QWK5,Naip1,0,6.0,False
EspV,Q9R016,Naip5,0,6.0,False
EspV,P05627,Jun,0,6.0,False
EspV,P25118,Tnfrsf1a,0,6.0,False
EspV,P25446,Fas,0,6.0,False
EspV,O88593,Pglyrp1,0,6.0,False
EspV,Q9JJY9,Il22,0,6.0,False
EspV,P52332,Jak1,0,6.0,False
EspV,P42225,Stat1,0,6.0,False
EspV,Q9WVL2,Stat2,0,6.0,False
EspV,Q61179,Irf9,0,6.0,False
EspV,Q9R117,Tyk2,0,6.0,False
EspV,Q60680,Chuk,0,6.0,False
EspV,B2RWS6,Ep300,0,6.0,False
EspZ,Q9JIB3,Naip7,0,6.0,False
EspZ,Q9JIB6,Naip6,0,6.0,False
EspZ,Q9QUK4,Naip2,0,6.0,False
EspZ,Q9QWK5,Naip1,0,6.0,False
EspZ,Q9R016,Naip5,0,6.0,False
EspZ,O88593,Pglyrp1,0,6.0,False
EspZ,P52332,Jak1,0,6.0,False
EspZ,P42225,Stat1,0,6.0,False
EspZ,Q9WVL2,Stat2,0,6.0,False
EspZ,Q61179,Irf9,0,6.0,False
EspZ,Q9R117,Tyk2,0,6.0,False
EspZ,P07750,Il4,0,6.0,False
EspZ,P04401,Il5,0,6.0,False
EspZ,P20109,Il13,0,6.0,False
EspZ,P61161,Actr2,0,6.0,False
EspZ,Q99JY9,Actr3,0,6.0,False
EspF,Q9JIB3,Naip7,0,6.0,False
EspF,Q9JIB6,Naip6,0,6.0,False
EspF,Q9QUK4,Naip2,0,6.0,False
EspF,Q9QWK5,Naip1,0,6.0,False
EspF,Q9R016,Naip5,0,6.0,False
EspF,O88593,Pglyrp1,0,6.0,False
EspF,P07750,Il4,0,6.0,False
EspF,P04401,Il5,0,6.0,False
EspF,P20109,Il13,0,6.0,False
EspG,Q9JIB3,Naip7,0,6.0,False
EspG,Q9JIB6,Naip6,0,6.0,False
EspG,Q9QUK4,Naip2,0,6.0,False
EspG,Q9QWK5,Naip1,0,6.0,False
EspG,Q9R016,Naip5,0,6.0,False
EspG,P05627,Jun,0,6.0,False
EspG,P25118,Tnfrsf1a,0,6.0,False
EspG,P25446,Fas,0,6.0,False
EspG,O88593,Pglyrp1,0,6.0,False
EspG,P52332,Jak1,0,6.0,False
EspG,P42225,Stat1,0,6.0,False
EspG,Q9WVL2,Stat2,0,6.0,False
EspG,Q61179,Irf9,0,6.0,False
EspG,Q9R117,Tyk2,0,6.0,False
EspG,P07750,Il4,0,6.0,False
EspG,P04401,Il5,0,6.0,False
EspG,P20109,Il13,0,6.0,False
EspG,Q60680,Chuk,0,6.0,False
EspH,Q9JIB3,Naip7,0,6.0,False
EspH,Q9JIB6,Naip6,0,6.0,False
EspH,Q9QUK4,Naip2,0,6.0,False
EspH,Q9QWK5,Naip1,0,6.0,False
EspH,Q9R016,Naip5,0,6.0,False
EspH,P25118,Tnfrsf1a,0,6.0,False
EspH,P25446,Fas,0,6.0,False
EspH,O88593,Pglyrp1,0,6.0,False
EspH,Q9JJY9,Il22,0,6.0,False
EspH,P52332,Jak1,0,6.0,False
EspH,P42225,Stat1,0,6.0,False
EspH,Q9WVL2,Stat2,0,6.0,False
EspH,Q61179,Irf9,0,6.0,False
EspH,Q9R117,Tyk2,0,6.0,False
EspH,Q60680,Chuk,0,6.0,False
EspH,B2RWS6,Ep300,0,6.0,False
EspJ,Q9JIB3,Naip7,0,6.0,False
EspJ,Q9JIB6,Naip6,0,6.0,False
EspJ,Q9QUK4,Naip2,0,6.0,False
EspJ,Q9QWK5,Naip1,0,6.0,False
EspJ,Q9R016,Naip5,0,6.0,False
EspJ,P05627,Jun,0,6.0,False
EspJ,P25118,Tnfrsf1a,0,6.0,False
EspJ,P25446,Fas,0,6.0,False
EspJ,O88593,Pglyrp1,0,6.0,False
EspJ,Q9JJY9,Il22,0,6.0,False
EspJ,P52332,Jak1,0,6.0,False
EspJ,P42225,Stat1,0,6.0,False
EspJ,Q9WVL2,Stat2,0,6.0,False
EspJ,Q61179,Irf9,0,6.0,False
EspJ,Q9R117,Tyk2,0,6.0,False
EspJ,Q60680,Chuk,0,6.0,False
EspJ,B2RWS6,Ep300,0,6.0,False
EspK,Q9JIB3,Naip7,0,6.0,False
EspK,Q9JIB6,Naip6,0,6.0,False
EspK,Q9QUK4,Naip2,0,6.0,False
EspK,Q9QWK5,Naip1,0,6.0,False
EspK,Q9R016,Naip5,0,6.0,False
EspK,P52332,Jak1,0,6.0,False
EspK,P42225,Stat1,0,6.0,False
EspK,Q9WVL2,Stat2,0,6.0,False
EspK,Q61179,Irf9,0,6.0,False
EspK,Q9R117,Tyk2,0,6.0,False
EspK,P07750,Il4,0,6.0,False
EspK,P04401,Il5,0,6.0,False
EspK,P20109,Il13,0,6.0,False
EspL,P07750,Il4,0,6.0,False
EspL,P04401,Il5,0,6.0,False
EspL,P20109,Il13,0,6.0,False
EspL,P61161,Actr2,0,6.0,False
EspL,Q99JY9,Actr3,0,6.0,False
NleF,P61161,Actr2,0,6.0,False
NleF,Q99JY9,Actr3,0,6.0,False
NleG1,P29452,Casp1,0,6.0,False
NleG1,O89110,Casp8,0,6.0,False
NleG1,Q3UDB7,Ticam1,0,6.0,False
NleG1,P13504,Il1r1,0,6.0,False
NleG1,Q9EPQ1,Tlr1,0,6.0,False
NleG1,Q9QZL0,Ripk3,0,6.0,False
NleG1,Q3U0V2,Tradd,0,6.0,False
NleG1,Q61160,Fadd,0,6.0,False
NleG1,Q8C3Q9,Casp9,0,6.0,False
NleG1,P62897,Cycs,0,6.0,False
NleG1,Q9EPB4,Pycard,0,6.0,False
NleG1,Q8R4B8,Nlrp3,0,6.0,False
NleG1,Q8K3Z0,Nod2,0,6.0,False
NleG1,P10749,Il1b,0,6.0,False
NleG1,Q9D2Y4,Mlkl,0,6.0,False
NleG1,P10889,Cxcl2,0,6.0,False
NleG1,P06804,Tnf,0,6.0,False
NleG1,Q9Z2D3,Gsdme,0,6.0,False
NleG1,Q60680,Chuk,0,6.0,False
NleG1,Q6NZP1,Zranb3,0,6.0,False
NleG7,P29452,Casp1,0,6.0,False
NleG7,O89110,Casp8,0,6.0,False
NleG7,Q3UDB7,Ticam1,0,6.0,False
NleG7,P13504,Il1r1,0,6.0,False
NleG7,Q9EPQ1,Tlr1,0,6.0,False
NleG7,Q9QZL0,Ripk3,0,6.0,False
NleG7,Q3U0V2,Tradd,0,6.0,False
NleG7,Q61160,Fadd,0,6.0,False
NleG7,Q8C3Q9,Casp9,0,6.0,False
NleG7,P62897,Cycs,0,6.0,False
NleG7,Q9EPB4,Pycard,0,6.0,False
NleG7,Q8R4B8,Nlrp3,0,6.0,False
NleG7,Q8K3Z0,Nod2,0,6.0,False
NleG7,P10749,Il1b,0,6.0,False
NleG7,Q9D2Y4,Mlkl,0,6.0,False
NleG7,P10889,Cxcl2,0,6.0,False
NleG7,P06804,Tnf,0,6.0,False
NleG7,Q9Z2D3,Gsdme,0,6.0,False
NleG7,Q60680,Chuk,0,6.0,False
NleG7,Q6NZP1,Zranb3,0,6.0,False
NleG8,P29452,Casp1,0,6.0,False
NleG8,O89110,Casp8,0,6.0,False
NleG8,Q3UDB7,Ticam1,0,6.0,False
NleG8,P13504,Il1r1,0,6.0,False
NleG8,Q9EPQ1,Tlr1,0,6.0,False
NleG8,Q9QZL0,Ripk3,0,6.0,False
NleG8,Q3U0V2,Tradd,0,6.0,False
NleG8,Q61160,Fadd,0,6.0,False
NleG8,Q8C3Q9,Casp9,0,6.0,False
NleG8,P62897,Cycs,0,6.0,False
NleG8,Q9EPB4,Pycard,0,6.0,False
NleG8,Q8R4B8,Nlrp3,0,6.0,False
NleG8,Q8K3Z0,Nod2,0,6.0,False
NleG8,P10749,Il1b,0,6.0,False
NleG8,Q9D2Y4,Mlkl,0,6.0,False
NleG8,P10889,Cxcl2,0,6.0,False
NleG8,P06804,Tnf,0,6.0,False
NleG8,Q9Z2D3,Gsdme,0,6.0,False
NleG8,Q60680,Chuk,0,6.0,False
NleG8,Q6NZP1,Zranb3,0,6.0,False
NleH,Q9JIB3,Naip7,0,6.0,False
NleH,Q9JIB6,Naip6,0,6.0,False
NleH,Q9QUK4,Naip2,0,6.0,False
NleH,Q9QWK5,Naip1,0,6.0,False
NleH,Q9R016,Naip5,0,6.0,False
NleH,P07750,Il4,0,6.0,False
NleH,P04401,Il5,0,6.0,False
NleH,P20109,Il13,0,6.0,False
NleH,P61161,Actr2,0,6.0,False
NleH,Q99JY9,Actr3,0,6.0,False
NleL,Q9JIB3,Naip7,0,6.0,False
NleL,Q9JIB6,Naip6,0,6.0,False
NleL,Q9QUK4,Naip2,0,6.0,False
NleL,Q9QWK5,Naip1,0,6.0,False
NleL,Q9R016,Naip5,0,6.0,False
NleL,Q9JJY9,Il22,0,6.0,False
NleL,P52332,Jak1,0,6.0,False
NleL,P42225,Stat1,0,6.0,False
NleL,Q9WVL2,Stat2,0,6.0,False
NleL,Q61179,Irf9,0,6.0,False
NleL,Q9R117,Tyk2,0,6.0,False
NleL,Q8K4B4,Il23r,0,6.0,False
NleL,P61161,Actr2,0,6.0,False
NleL,Q99JY9,Actr3,0,6.0,False
Tir,P07750,Il4,0,6.0,False
Tir,P04401,Il5,0,6.0,False
Tir,P20109,Il13,0,6.0,False
pORF8,O08911,Mapk12,0,6.0,False
pORF8,O54992,Mapkapk5,0,6.0,False
pORF8,P47811,Mapk14,0,6.0,False
pORF8,P49138,Mapkapk2,0,6.0,False
pORF8,P63085,Mapk1,0,6.0,False
pORF8,Q3UMW7,Mapkapk3,0,6.0,False
pORF8,P05627,Jun,0,6.0,False
pORF8,P25118,Tnfrsf1a,0,6.0,False
pORF8,P13504,Il1r1,0,6.0,False
pORF8,Q9EPQ1,Tlr1,0,6.0,False
pORF8,Q61532,Mapk6,0,6.0,False
pORF8,Q63844,Mapk3,0,6.0,False
pORF8,Q61831,Mapk10,0,6.0,False
pORF8,Q9WUI1,Mapk11,0,6.0,False
pORF8,Q6NS57,Mapkbp1,0,6.0,False
pORF8,Q6P5G0,Mapk4,0,6.0,False
pORF8,Q80Y86,Mapk15,0,6.0,False
pORF8,Q8BKH7,Mapkap1,0,6.0,False
pORF8,Q9ERE9,Mapk8ip2,0,6.0,False
pORF8,Q9ESN9,Mapk8ip3,0,6.0,False
pORF8,Q9WTU6,Mapk9,0,6.0,False
pORF8,Q91Y86,Mapk8,0,6.0,False
pORF8,Q9WVS8,Mapk7,0,6.0,False
pORF8,Q9Z1B7,Mapk13,0,6.0,False
pORF8,Q9WVI9,Mapk8ip1,0,6.0,False
pORF8,P25446,Fas,0,6.0,False
pORF8,P62897,Cycs,0,6.0,False
pORF8,Q571K4,Tab3,0,6.0,False
pORF8,O88593,Pglyrp1,0,6.0,False
pORF8,Q8K3Z0,Nod2,0,6.0,False
pORF8,P07750,Il4,0,6.0,False
pORF8,P04401,Il5,0,6.0,False
pORF8,P20109,Il13,0,6.0,False
pORF8,O88336,Rhoa,0,6.0,False
pORF8,P62746,Rhob,0,6.0,False
pORF8,Q62159,Rhoc,0,6.0,False
pORF8,Q9D3G9,Rhoh,0,6.0,False
pORF8,P63001,Rac1,0,6.0,False
pORF8,Q05144,Rac2,0,6.0,False
pORF8,P60764,Rac3,0,6.0,False
pORF8,P84096,Rhog,0,6.0,False
pORF8,P60766,Cdc42,0,6.0,False
pORF8,P97348,Rhod,0,6.0,False
pORF8,Q60680,Chuk,0,6.0,False
pORF8,Q6NZP1,Zranb3,0,6.0,False
pORF8,B2RWS6,Ep300,0,6.0,False
Map,Q9JIB3,Naip7,0,6.0,False
Map,Q9JIB6,Naip6,0,6.0,False
Map,Q9QUK4,Naip2,0,6.0,False
Map,Q9QWK5,Naip1,0,6.0,False
Map,Q9R016,Naip5,0,6.0,False
Map,O88593,Pglyrp1,0,6.0,False
Map,P07750,Il4,0,6.0,False
Map,P04401,Il5,0,6.0,False
Map,P20109,Il13,0,6.0,False
NleA,P61161,Actr2,0,6.0,False
NleA,Q99JY9,Actr3,0,6.0,False
NleB,P07750,Il4,0,6.0,False
NleB,P04401,Il5,0,6.0,False
NleB,P20109,Il13,0,6.0,False
NleB,P61161,Actr2,0,6.0,False
NleB,Q99JY9,Actr3,0,6.0,False
NleC,P07750,Il4,0,6.0,False
NleC,P04401,Il5,0,6.0,False
NleC,P20109,Il13,0,6.0,False
NleD,Q9JIB3,Naip7,0,6.0,False
NleD,Q9JIB6,Naip6,0,6.0,False
NleD,Q9QUK4,Naip2,0,6.0,False
NleD,Q9QWK5,Naip1,0,6.0,False
NleD,Q9R016,Naip5,0,6.0,False
NleD,P07750,Il4,0,6.0,False
NleD,P04401,Il5,0,6.0,False
NleD,P20109,Il13,0,6.0,False
NleE,P07750,Il4,0,6.0,False
NleE,P04401,Il5,0,6.0,False
NleE,P20109,Il13,0,6.0,False
NleE,P61161,Actr2,0,6.0,False
NleE,Q99JY9,Actr3,0,6.0,False
EscF,O08911,Mapk12,0,6.0,False
EscF,O54992,Mapkapk5,0,6.0,False
EscF,P47811,Mapk14,0,6.0,False
EscF,P49138,Mapkapk2,0,6.0,False
EscF,P63085,Mapk1,0,6.0,False
EscF,Q3UMW7,Mapkapk3,0,6.0,False
EscF,P05627,Jun,0,6.0,False
EscF,P25118,Tnfrsf1a,0,6.0,False
EscF,P13504,Il1r1,0,6.0,False
EscF,Q9EPQ1,Tlr1,0,6.0,False
EscF,Q61532,Mapk6,0,6.0,False
EscF,Q63844,Mapk3,0,6.0,False
EscF,Q61831,Mapk10,0,6.0,False
EscF,Q9WUI1,Mapk11,0,6.0,False
EscF,Q6NS57,Mapkbp1,0,6.0,False
EscF,Q6P5G0,Mapk4,0,6.0,False
EscF,Q80Y86,Mapk15,0,6.0,False
EscF,Q8BKH7,Mapkap1,0,6.0,False
EscF,Q9ERE9,Mapk8ip2,0,6.0,False
EscF,Q9ESN9,Mapk8ip3,0,6.0,False
